hash, embedding_size, embed_L2_norm, act, mess_dropout, node_dropout, num_layers, best-Recall@20, best-NDCG@20, best-Recall@40, best-NDCG@40, best-Recall@80, best-NDCG@80, ave-Recall@20, ave-NDCG@20, ave-Recall@40, ave-NDCG@40, ave-Recall@80, ave-NDCG@80
1_96097d, 64, 1e-07, LeakyReLU(negative_slope=0.01), 0, 0, 1, 0.04489714766831329, 0.01900271147544278, 0.0725771650660691, 0.025013636110719318, 0.11582870541090737, 0.03293039619220801, 0.04404272462915522, 0.018828605902404885, 0.07274616625108872, 0.025067439413590943, 0.11513994630449106, 0.03281950660615731, {'lr': 0.0003, 'op': 'Adam', 'dataset': 'NetEase', 'model': 'BGCN', 'sample': 'simple'}
